Nr_medyczny;Nazwisko i Imiê;Pesel;Data_przyjêcia;Lekarz;Pomoc;Ubezpieczenie;Koszt leczenia
513;G³¹b Paula;64030205356;03.07.2021;Gronowski;Pomoc okulistyczna;NFZ;930
514;Czarnota Mariusz;98032460066;03.07.2021;Kalinowska;Pomoc kardiologiczna;NFZ;1260
515;Wolak Julia;20270870886;04.07.2021;Kosiñska;Pomoc kardiologiczna;Pol-Plan Ubezpieczenia;1260
516;Makuch Zofia;80061852574;04.07.2021;Gronowski;Pomoc okulistyczna;Polisa zdrowotna;930
517;Baran Adam;14282635487;05.07.2021;Bobrzyñski;Pomoc kardiologiczna;Abonament medyczny;1260
518;Mazurek Martyna;88092715064;05.07.2021;Bobrzyñski;Pomoc ambulatoryjna;Polisa zdrowotna;570
519;Cieœlik Alina;63041907145;05.07.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
520;D³ugosz Emilia;80012502169;05.07.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
521;Fija³kowska Celina;06210555363;05.07.2021;Kosiñska;Pomoc okulistyczna;NFZ;930
522;Twardowski Szymon;74111114459;05.07.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
523;Paw³owski Dominik;36030730581;08.07.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
524;Go³êbiewski Robert;39081844580;08.07.2021;Kalinowska;Pomoc laryngologiczna;NFZ;690
525;Golec Patrycja;15312415015;08.07.2021;Piotrecki;Intensywna terapia;Polisa zdrowotna;2370
526;Romañska Eugenia;55110300722;08.07.2021;Piotrecki;Pomoc laryngologiczna;NFZ;690
527;Zieliñski Maciej;64041637065;09.07.2021;Piotrecki;Pomoc laryngologiczna;Abonament medyczny;690
528;Biernacki Szymon;71102787520;09.07.2021;Bobrzyñski;Pomoc kardiologiczna;Pol-Plan Ubezpieczenia;1260
529;Kruk Weronika;68030123849;10.07.2021;Kalinowska;Pomoc laryngologiczna;NFZ;690
530;Wnuk Hanna;47072213857;10.07.2021;Kosiñska;Intensywna terapia;NFZ;2370
531;Kasprzak Marta;94070601009;11.07.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
532;Wroñska Joanna;62100981818;11.07.2021;Piotrecki;Pomoc ambulatoryjna;NFZ;570
533;P³onka Adrian;31011015255;11.07.2021;Pielecka;Pomoc kardiologiczna;Polisa zdrowotna;1260
534;Lipiec Piotr;02221736739;11.07.2021;Kalinowska;Pomoc kardiologiczna;NFZ;1260
535;Szatkowski Matylda;87080168613;13.07.2021;Kalinowska;Pomoc kardiologiczna;NFZ;1260
536;Pe³ka Ewa;19281568754;13.07.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
537;Szwarc Stella;70090840208;14.07.2021;Micha³owski;Pomoc ambulatoryjna;NFZ;570
538;Kempa Weronika;23050382407;14.07.2021;Micha³owski;Pomoc okulistyczna;NFZ;930
539;JóŸwik Gabriela;81110176229;16.07.2021;Kalinowska;Pomoc kardiologiczna;Abonament medyczny;1260
540;Zarêbska Julia;58021488200;16.07.2021;Piotrecki;Pomoc kardiologiczna;NFZ;1260
541;Wasilewski Mateusz;32090257532;17.07.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
542;Królikowska Wiktoria;40061718117;17.07.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
543;Woœ Wiktor;26041962624;17.07.2021;Micha³owski;Pomoc kardiologiczna;Abonament medyczny;1260
544;Biliñski Antoni;83020865615;17.07.2021;Piotrecki;Pomoc kardiologiczna;NFZ;1260
545;Dziedzic Marianna;79062550277;19.07.2021;Kalinowska;Pomoc kardiologiczna;Pol-Plan Ubezpieczenia;1260
546;Marek Regina;00262772576;19.07.2021;Kosiñska;Pomoc kardiologiczna;Polisa zdrowotna;1260
547;Czapla Ma³gorzata;45042516823;19.07.2021;Micha³owski;Pomoc okulistyczna;NFZ;930
548;Wasiak Aleksander;13231782010;19.07.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
549;Budzyñska Wioletta;48040554789;21.07.2021;Micha³owski;Pomoc okulistyczna;Pol-Plan Ubezpieczenia;930
550;Dolata Amelia;60101070755;21.07.2021;Pielecka;Pomoc laryngologiczna;NFZ;690
551;Pilch Oliwia;01252215626;22.07.2021;Kalinowska;Pomoc kardiologiczna;NFZ;1260
552;Wrzosek Piotr;05220248502;22.07.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
553;Kurek Agata;58111665023;23.07.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
554;Ratajczak Natalia;96090887153;23.07.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
555;Ma³ek Agnieszka;04260425177;23.07.2021;Bobrzyñski;Pomoc ambulatoryjna;NFZ;570
556;Walkowiak Magdalena;32112550782;23.07.2021;Gronowski;Pomoc okulistyczna;NFZ;930
557;Karwowska Diana;32072477620;23.07.2021;Bobrzyñski;Pomoc kardiologiczna;Polisa zdrowotna;1260
558;Strzelczyk Bernardyna;32012434278;23.07.2021;Gronowski;Szycie ran;NFZ;510
559;Ko³akowska Brygida;66042251756;23.07.2021;Maliñski;Intensywna terapia;NFZ;2370
560;Bogdañski Rafa³;90022540572;23.07.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
561;Zaj¹c Emilia;74041313735;24.07.2021;Kalinowska;Pomoc kardiologiczna;NFZ;1260
562;Gajewski Józef;59011232362;24.07.2021;Kalinowska;Pomoc okulistyczna;NFZ;930
563;Ko³odziejczyk Eugeniusz;89102670405;24.07.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
564;Grzybowska Bogna;89042074385;24.07.2021;Pielecka;Pomoc ambulatoryjna;NFZ;570
565;Krzy¿anowska Józefina;08261351523;24.07.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
566;Rybicka Maria;66081626748;24.07.2021;Pielecka;Pomoc ambulatoryjna;Abonament medyczny;570
567;Mikulska Hanna;55041582110;24.07.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
568;Stelmach Jaœmina;26102048032;24.07.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
569;Baranowski Szymon;69010141268;26.07.2021;Kosiñska;Pomoc laryngologiczna;Polisa zdrowotna;690
570;Ró¿ycki Gustaw;19302623550;26.07.2021;Bobrzyñski;Intensywna terapia;NFZ;2370
571;Majcher Filip;09210700757;26.07.2021;Kalinowska;Pomoc ambulatoryjna;Abonament medyczny;570
572;Kawa Mateusz;63102164555;26.07.2021;Bobrzyñski;Pomoc okulistyczna;NFZ;930
573;Frankiewicz Alicja;71030704631;26.07.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
574;Piasecki Maksym;36082326886;28.07.2021;Maliñski;Pomoc ambulatoryjna;Pol-Plan Ubezpieczenia;570
575;Andrzejczak Nikola;49010716480;28.07.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
576;Lisowski Pawe³;13312260185;30.07.2021;Piotrecki;Pomoc kardiologiczna;NFZ;1260
577;Piórkowski Dominik;85102310873;30.07.2021;Kalinowska;Intensywna terapia;NFZ;2370
578;Niedziela Paulina;95030651380;30.07.2021;Maliñski;Pomoc ambulatoryjna;NFZ;570
579;Kochañski Jakub;01210106687;30.07.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
580;Trzeciak Adam;26040176220;31.07.2021;Kosiñska;Pomoc okulistyczna;NFZ;930
581;Szkudlarek Jaros³aw;64110852030;31.07.2021;Kosiñska;Pomoc laryngologiczna;NFZ;690
582;Zawadzki Maksym;91010775011;01.08.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
583;Górka Wiktor;52051411371;01.08.2021;Micha³owski;Pomoc ambulatoryjna;Polisa zdrowotna;570
584;Koper Piotr;08220384447;01.08.2021;Gronowski;Pomoc laryngologiczna;NFZ;690
585;Kuciñska Marianna;27080947076;01.08.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
586;Kwiatek S³awomir;04242743543;01.08.2021;Kalinowska;Intensywna terapia;NFZ;2370
587;Lorenc Aleksander;26011720364;01.08.2021;Kalinowska;Pomoc ambulatoryjna;NFZ;570
588;Czaja Aleksy;99070767470;06.08.2021;Maliñski;Intensywna terapia;NFZ;2370
589;Paku³a Grzegorz;71070800713;06.08.2021;Maliñski;Pomoc okulistyczna;NFZ;930
590;Matusiak Patryk;60040322267;07.08.2021;Micha³owski;Szycie ran;Abonament medyczny;510
591;Borowiec Dominik;41091685149;07.08.2021;Micha³owski;Pomoc kardiologiczna;Polisa zdrowotna;1260
592;Stolarczyk Weronika;93052583335;07.08.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
593;Tomala Wiktoria;42051914363;07.08.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
594;Buczyñski Ryszard;95050222119;07.08.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
595;Salamon Zenon;84021334401;07.08.2021;Pielecka;Pomoc okulistyczna;NFZ;930
596;Mierzwa Maciej;59041564169;07.08.2021;Gronowski;Intensywna terapia;NFZ;2370
597;Raczkowski Mateusz;83091183319;07.08.2021;Kosiñska;Pomoc ambulatoryjna;NFZ;570
598;Dr¹g Stefania;93010376384;07.08.2021;Kalinowska;Pomoc okulistyczna;NFZ;930
599;Prokop Alicja;23112225228;08.08.2021;Bobrzyñski;Pomoc kardiologiczna;Polisa zdrowotna;1260
600;Œmigielska Justyna;71101846488;08.08.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
601;Okoñ Aleksy;46101751487;08.08.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
602;Leszczyñska Wanda;57100707225;12.08.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
603;Bednarczyk Micha³;87102673824;12.08.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
604;Dêbska Paulina;52082525223;12.08.2021;Bobrzyñski;Pomoc kardiologiczna;Abonament medyczny;1260
605;Jurek Micha³;03271014758;12.08.2021;Micha³owski;Pomoc kardiologiczna;Pol-Plan Ubezpieczenia;1260
606;Skrzypek Tymon;45012751029;12.08.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
607;Dominiak Maksym;76092711135;12.08.2021;Kosiñska;Pomoc laryngologiczna;Polisa zdrowotna;690
608;Czerwiñski Boles³w;32081061823;13.08.2021;Piotrecki;Pomoc kardiologiczna;Polisa zdrowotna;1260
609;Sienkiewicz Jan;23111027883;13.08.2021;Gronowski;Pomoc ambulatoryjna;NFZ;570
610;Wróbel Rozalia;82090964543;15.08.2021;Maliñski;Szycie ran;NFZ;510
611;Konieczna Julia;28030111343;15.08.2021;Kalinowska;Pomoc kardiologiczna;Abonament medyczny;1260
612;Przybysz Rafa³;43091675768;16.08.2021;Kalinowska;Pomoc okulistyczna;Pol-Plan Ubezpieczenia;930
613;S³awiñski Antoni;74100586887;16.08.2021;Maliñski;Intensywna terapia;NFZ;2370
614;Witkowska Maria;20312435633;17.08.2021;Bobrzyñski;Pomoc ambulatoryjna;Abonament medyczny;570
615;Lipiñska Alicja;92031852079;17.08.2021;Kalinowska;Pomoc kardiologiczna;NFZ;1260
616;Godlewski Antoni;13232616312;17.08.2021;Piotrecki;Intensywna terapia;NFZ;2370
617;Trzciñska Jagoda;35052368668;17.08.2021;Kalinowska;Pomoc okulistyczna;Polisa zdrowotna;930
618;Kozak Tomasz;93080334660;18.08.2021;Kosiñska;Pomoc kardiologiczna;Abonament medyczny;1260
619;Kosiñski Wiktoria;11271200637;18.08.2021;Micha³owski;Pomoc laryngologiczna;NFZ;690
620;Rogala Edward;44051153201;18.08.2021;Pielecka;Pomoc kardiologiczna;Polisa zdrowotna;1260
621;Zielonka Daniel;75111826146;18.08.2021;Kosiñska;Pomoc kardiologiczna;Polisa zdrowotna;1260
622;Sobczyk Borys;76020131639;19.08.2021;Kosiñska;Intensywna terapia;NFZ;2370
623;Marsza³ek Matylda;21220184688;19.08.2021;Gronowski;Pomoc laryngologiczna;NFZ;690
624;Noga Zuzanna;51101301341;19.08.2021;Bobrzyñski;Pomoc ambulatoryjna;NFZ;570
625;Jankowiak Adam;60100922558;19.08.2021;Gronowski;Pomoc ambulatoryjna;NFZ;570
626;Puchalska Aleksandra;71041533611;20.08.2021;Piotrecki;Pomoc kardiologiczna;NFZ;1260
627;Paprocka Zofia;99052530810;20.08.2021;Micha³owski;Pomoc ambulatoryjna;NFZ;570
628;Kot Maria;97110975652;22.08.2021;Piotrecki;Pomoc laryngologiczna;NFZ;690
629;Drozdowska Justyna;13301062664;22.08.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
630;Adamiec Damian;17251461388;22.08.2021;Micha³owski;Pomoc kardiologiczna;Abonament medyczny;1260
631;Oleksy Witold;01232517580;22.08.2021;Maliñski;Pomoc kardiologiczna;Abonament medyczny;1260
632;Leœniak Zbigniew;68102451807;23.08.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
633;Jakubiak Zenona;29010254524;23.08.2021;Kalinowska;Pomoc ambulatoryjna;NFZ;570
634;Wiœniewska Magdalena;77112201344;25.08.2021;Micha³owski;Pomoc kardiologiczna;Polisa zdrowotna;1260
635;Wilk Szymon;99041287859;25.08.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
636;Lech Bogdan;15301841032;25.08.2021;Kalinowska;Pomoc laryngologiczna;NFZ;690
637;Dudziñski W³odzimierz;74062663732;25.08.2021;Maliñski;Nastawianie z³amanej koœci;Pol-Plan Ubezpieczenia;1110
638;Œwiderska Rozalia;25112311376;26.08.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
639;Piekarski Alfred;67032520067;26.08.2021;Kosiñska;Pomoc laryngologiczna;NFZ;690
640;Cholewa Ryszard;88061068504;26.08.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
641;Zwoliñski Igor;51092530461;26.08.2021;Pielecka;Pomoc okulistyczna;Abonament medyczny;930
642;Adamowicz Roman;28031126418;27.08.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
643;Wiêcek Eliza;41092373364;27.08.2021;Maliñski;Pomoc kardiologiczna;Abonament medyczny;1260
644;Broda Patrycja;79010461738;27.08.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
645;Maci¹g Czes³awa;35041845602;27.08.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
646;Dymek Aleksandra;05250278160;27.08.2021;Micha³owski;Pomoc okulistyczna;Polisa zdrowotna;930
647;Jurczyk El¿bieta;71051672887;27.08.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
648;Ma³kowska Bogna;57100721003;27.08.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
649;Jakubczyk Boles³w;87072650751;27.08.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
650;Osowski Przemys³aw;09280401525;27.08.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
651;Markowski Joachim;61092438140;28.08.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
652;Sowa Maciej;49031920802;28.08.2021;Micha³owski;Pomoc laryngologiczna;Pol-Plan Ubezpieczenia;690
653;Cebula Jeremiasz;07230214740;28.08.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
654;Mroczek Marcin;65052286129;28.08.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
655;Balcerzak Dagmara;14220100422;28.08.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
656;Figiel Emilia;76080632341;28.08.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
657;Skóra Bogdan;79021328705;30.08.2021;Kalinowska;Pomoc kardiologiczna;NFZ;1260
658;WoŸnica Bohdan;65090244589;30.08.2021;Gronowski;Pomoc laryngologiczna;NFZ;690
659;Budziñski Jakub;29072674713;31.08.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
660;Rokicka Hanna;41092717559;31.08.2021;Piotrecki;Pomoc kardiologiczna;NFZ;1260
661;Sikorski Miko³aj;64031007063;01.09.2021;Micha³owski;Intensywna terapia;Abonament medyczny;2370
662;Kucharczyk Zofia;98041811284;01.09.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
663;Kostecki Damian;48051648855;02.09.2021;Piotrecki;Pomoc kardiologiczna;NFZ;1260
664;Konarski Daniel;54021912125;02.09.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
665;Górski Borys;87112475557;04.09.2021;Bobrzyñski;Pomoc kardiologiczna;Abonament medyczny;1260
666;Maækowiak Joanna;61051564286;04.09.2021;Pielecka;Pomoc kardiologiczna;Abonament medyczny;1260
667;Grzesik Monika;35020974705;04.09.2021;Bobrzyñski;Pomoc ambulatoryjna;NFZ;570
668;Lange Julia;29040786400;04.09.2021;Micha³owski;Pomoc kardiologiczna;Pol-Plan Ubezpieczenia;1260
669;Kamiñski Dawid;96041524780;05.09.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
670;Turek Eugenia;50101152384;05.09.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
671;Kwiatkowska Maja;47082078468;06.09.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
672;Markiewicz Jakub;89081235420;06.09.2021;Micha³owski;Pomoc okulistyczna;NFZ;930
673;Karczewska Ma³gorzata;51102130313;06.09.2021;Piotrecki;Pomoc ambulatoryjna;NFZ;570
674;Rojek Patryk;77100643002;06.09.2021;Kalinowska;Pomoc kardiologiczna;NFZ;1260
675;Grudzieñ Piotr;33011338501;06.09.2021;Maliñski;Pomoc ambulatoryjna;Abonament medyczny;570
676;Goliñski Wojciech;31012765616;06.09.2021;Bobrzyñski;Pomoc okulistyczna;Abonament medyczny;930
677;Pi¹tek Aleksander;91041188086;07.09.2021;Maliñski;Pomoc okulistyczna;Polisa zdrowotna;930
678;Rzepka Marcelina;50112531040;07.09.2021;Piotrecki;Pomoc kardiologiczna;Abonament medyczny;1260
679;Przyby³ Marcin;29021244187;08.09.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
680;Siwiec Marek;11262411701;08.09.2021;Kalinowska;Pomoc kardiologiczna;Polisa zdrowotna;1260
681;Borkowska Julia;65032526847;09.09.2021;Kosiñska;Pomoc kardiologiczna;Polisa zdrowotna;1260
682;Szulc Zuzanna;28092458187;09.09.2021;Micha³owski;Pomoc okulistyczna;NFZ;930
683;Go³êbiowska Ró¿a;32052005481;09.09.2021;Bobrzyñski;Pomoc okulistyczna;NFZ;930
684;Tokarski Maksym;53090170157;09.09.2021;Piotrecki;Pomoc laryngologiczna;NFZ;690
685;Biernat Martyna;75081871645;09.09.2021;Piotrecki;Pomoc laryngologiczna;NFZ;690
686;Olczak Mateusz;93112771432;09.09.2021;Kosiñska;Pomoc ambulatoryjna;Polisa zdrowotna;570
687;Wróblewska Anna;19220668350;10.09.2021;Kosiñska;Pomoc okulistyczna;Polisa zdrowotna;930
688;Maciejewski Juliusz;94011282511;10.09.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
689;K³os W³odzimierz;74020462506;10.09.2021;Piotrecki;Pomoc kardiologiczna;Pol-Plan Ubezpieczenia;1260
690;Grzyb Amanda;62111653858;10.09.2021;Pielecka;Pomoc laryngologiczna;NFZ;690
691;Pytel Adam;64101383569;10.09.2021;Pielecka;Pomoc kardiologiczna;Polisa zdrowotna;1260
692;Sobota Edward;23100652162;10.09.2021;Micha³owski;Pomoc laryngologiczna;NFZ;690
693;Or³owski Bogus³aw;72061974420;12.09.2021;Micha³owski;Intensywna terapia;NFZ;2370
694;Rogowski Maciej;02222288280;12.09.2021;Bobrzyñski;Pomoc ambulatoryjna;NFZ;570
695;Dêbowski Maciej;13270788004;12.09.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
696;Dubiel Miko³aj;92111804589;12.09.2021;Piotrecki;Pomoc okulistyczna;Abonament medyczny;930
697;Miœkiewicz Nikola;73082486602;12.09.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
698;Kokot Oliwia;94050284600;12.09.2021;Kosiñska;Pomoc laryngologiczna;Pol-Plan Ubezpieczenia;690
699;Adamczyk Micha³;19261480029;13.09.2021;Kalinowska;Pomoc kardiologiczna;NFZ;1260
700;Krupa Juliusz;77080222187;13.09.2021;Gronowski;Pomoc laryngologiczna;Abonament medyczny;690
701;Filipiak Adam;44102341382;13.09.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
702;Bagiñski Miko³aj;07250647827;13.09.2021;Pielecka;Pomoc laryngologiczna;NFZ;690
703;Muszyñski Jakub;30051872871;14.09.2021;Piotrecki;Nastawianie z³amanej koœci;NFZ;1110
704;Jurkiewicz Bogdan;54072381721;14.09.2021;Maliñski;Nastawianie z³amanej koœci;NFZ;1110
705;Zalewska Emilia;26040404419;15.09.2021;Gronowski;Pomoc okulistyczna;NFZ;930
706;Bartkowiak Ma³gorzata;02212506116;15.09.2021;Micha³owski;Pomoc okulistyczna;NFZ;930
707;Karpiñska Magdalena;47010423515;17.09.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
708;Sokó³ Dominik;36081848866;17.09.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
709;Wyszyñski Wiktor;14270236351;18.09.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
710;Szymanowska Ada;30071107229;18.09.2021;Piotrecki;Pomoc okulistyczna;NFZ;930
711;Stachura Szymon;94041438274;19.09.2021;Piotrecki;Pomoc kardiologiczna;NFZ;1260
712;Banaszak Justyna;68112566773;19.09.2021;Gronowski;Pomoc okulistyczna;NFZ;930
713;Laskowska Amelia;66112384274;20.09.2021;Kosiñska;Pomoc kardiologiczna;Polisa zdrowotna;1260
714;Micha³owska Agnieszka;09292515801;20.09.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
715;Bogusz Dominik;80020563369;20.09.2021;Maliñski;Pomoc kardiologiczna;Polisa zdrowotna;1260
716;Kêdziora Maciej;16230981633;20.09.2021;Micha³owski;Pomoc laryngologiczna;NFZ;690
717;Majka Aleksandra;85091384202;20.09.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
718;Potocka Monika;99080855459;20.09.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
719;Wieczorek Oliwia;85081125217;21.09.2021;Bobrzyñski;Pomoc laryngologiczna;NFZ;690
720;Graczyk Aleksander;11241504073;21.09.2021;Maliñski;Pomoc laryngologiczna;NFZ;690
721;Miko³ajczyk Sonia;24111331017;22.09.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
722;Kubik Bo¿ydar;07241648369;22.09.2021;Maliñski;Pomoc laryngologiczna;NFZ;690
723;Bieñkowski Mateusz;06222241609;22.09.2021;Gronowski;Pomoc laryngologiczna;NFZ;690
724;Trela Marcin;27040376207;22.09.2021;Gronowski;Intensywna terapia;NFZ;2370
725;Bro¿ek Kacper;80101640572;22.09.2021;Gronowski;Pomoc okulistyczna;Polisa zdrowotna;930
726;Bober Jerzy;19232456459;23.09.2021;Piotrecki;Pomoc okulistyczna;NFZ;930
727;Kalisz Julia;28091544614;23.09.2021;Bobrzyñski;Pomoc laryngologiczna;NFZ;690
728;Banaszek Cezar;63090437510;23.09.2021;Piotrecki;Pomoc kardiologiczna;Polisa zdrowotna;1260
729;Kazimierczak Paula;74031816046;23.09.2021;Kosiñska;Intensywna terapia;Polisa zdrowotna;2370
730;Radziszewski Marek;41011963106;23.09.2021;Piotrecki;Pomoc kardiologiczna;NFZ;1260
731;Guzik Celina;47090771241;24.09.2021;Bobrzyñski;Pomoc kardiologiczna;Abonament medyczny;1260
732;Radecka Lena;46112474027;24.09.2021;Piotrecki;Pomoc okulistyczna;NFZ;930
733;Kawka Antoni;50101511143;24.09.2021;Micha³owski;Pomoc ambulatoryjna;Abonament medyczny;570
734;Hoffmann Miko³aj;01250312776;24.09.2021;Piotrecki;Pomoc laryngologiczna;NFZ;690
735;Kaniewska Magdalena;13261222836;25.09.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
736;Litwin Alfred;81072665122;25.09.2021;Bobrzyñski;Pomoc okulistyczna;NFZ;930
737;Kopeæ S³awomir;68081922107;26.09.2021;Micha³owski;Pomoc ambulatoryjna;Abonament medyczny;570
738;Malec Agnieszka;70062684328;26.09.2021;Pielecka;Pomoc ambulatoryjna;NFZ;570
739;Sochacki Sylwia;04221367056;26.09.2021;Piotrecki;Pomoc laryngologiczna;NFZ;690
740;Kuc Bogus³aw;16240727423;26.09.2021;Kosiñska;Pomoc laryngologiczna;Pol-Plan Ubezpieczenia;690
741;Dziura Marcin;27010370444;26.09.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
742;Dutkiewicz Nikola;43040258619;26.09.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
743;Jakubiec Alicja;03231447174;26.09.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
744;Galiñski Jakub;50101318207;26.09.2021;Kalinowska;Pomoc ambulatoryjna;Polisa zdrowotna;570
745;£ukasik Kacper;44081577523;02.10.2021;Piotrecki;Pomoc kardiologiczna;NFZ;1260
746;Bartosik Ryszard;59070218659;02.10.2021;Maliñski;Intensywna terapia;NFZ;2370
747;Kozie³ Eleonora;95012220364;03.10.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
748;Florczak Micha³;40070913613;03.10.2021;Gronowski;Pomoc kardiologiczna;Polisa zdrowotna;1260
749;Olszewska Zuzanna;39102300378;04.10.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
750;Kaczmarczyk Kacper;21211117442;04.10.2021;Micha³owski;Pomoc laryngologiczna;NFZ;690
751;Klimczak S³awa;92110814781;04.10.2021;Kosiñska;Pomoc kardiologiczna;Abonament medyczny;1260
752;Ksi¹¿ek S³awomira;76071436356;04.10.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
753;Rybak Waldemar;56052760762;08.10.2021;Kalinowska;Pomoc kardiologiczna;NFZ;1260
754;Pasternak Lena;87011681336;08.10.2021;Gronowski;Pomoc ambulatoryjna;NFZ;570
755;Szymañska Ewelina;13262350556;09.10.2021;Gronowski;Pomoc okulistyczna;NFZ;930
756;Sobczak B³a¿ej;10292537126;09.10.2021;Gronowski;Pomoc okulistyczna;Abonament medyczny;930
757;Jastrzêbski Waldemar;32061132530;09.10.2021;Piotrecki;Pomoc okulistyczna;Abonament medyczny;930
758;Sowiñski Antoni;74051636446;09.10.2021;Maliñski;Pomoc kardiologiczna;Pol-Plan Ubezpieczenia;1260
759;M³ynarczyk Sebastian;23091348534;09.10.2021;Kalinowska;Pomoc laryngologiczna;Abonament medyczny;690
760;Urbañczyk Jakub;59031548838;09.10.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
761;Chmielewski Bartosz;56010728360;10.10.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
762;Musia³ Emilia;57092358722;10.10.2021;Bobrzyñski;Pomoc ambulatoryjna;Polisa zdrowotna;570
763;Bartczak Maja;54041588188;10.10.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
764;Gawlik Aleksandra;77112762102;10.10.2021;Micha³owski;Pomoc okulistyczna;NFZ;930
765;Adamiak Weronika;71090163342;10.10.2021;Kalinowska;Pomoc kardiologiczna;NFZ;1260
766;Roszak Tomasz;10261137737;10.10.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
767;Osuch Maciej;57111422126;10.10.2021;Piotrecki;Pomoc laryngologiczna;NFZ;690
768;Skiba Jagoda;89020953220;13.10.2021;Gronowski;Intensywna terapia;Abonament medyczny;2370
769;Lasota Wincenty;28101428053;13.10.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
770;Lewandowska Eliza;84030673078;14.10.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
771;Kulesza Marta;88101205634;14.10.2021;Micha³owski;Pomoc ambulatoryjna;NFZ;570
